game,team,p1,p2,p3,p4,p5,p6,p7,p8,p9,p9,p10,p11,p12,p13,r,s
XIX10,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,3,2
XIX11,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,3,2
XIX11,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,1,0
XIX12,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,2
XIX12,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,1,1
XIX13,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,2,1
XIX13,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,2,1
XIX14,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,1,0
XIX14,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,3,2
XIX15,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,3,2
XIX15,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,1,0
XIX16,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,3,2
XIX16,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,1,1
XIX17,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,3,1
XIX17,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,1,0
XIX18,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,1,0
XIX18,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,3,3
XIX19,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,3,2
XIX19,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,0
XIX20,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,3,2
XIX20,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,1,0
XIX21,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,2,0
XIX21,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,2,0
XIX22,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,2,1
XIX22,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,2,1
XIX23,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,4
XIX23,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,1,1
XIX24,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,1,2
XIX24,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,3,4
XIX25,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,3,1
XIX25,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,1,0
XIX26,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,3,3
XIX26,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,1,2
XIX27,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,3,4
XIX27,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,1,1
XIX28,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,1,1
XIX28,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,3,3
XIX29,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,3,5
XIX29,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,1,0
XIX30,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,3,3
XIX30,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,1,2
XIX31,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,2,2
XIX31,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,2,2
XIX32,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,3,3
XIX32,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,1,0
XIX33,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,2,1
XIX33,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,2,1
XIX34,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,3,3
XIX34,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,1,2
XIX35,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,2,1
XIX35,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,2,1
XIX36,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,3,2
XIX36,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,1
XIX37,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,1,0
XIX37,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,3,1
XIX38,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,3,3
XIX38,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,1,0
XIX39,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,2
XIX39,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,1,1
XIX40,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,1,0
XIX40,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,3,2
XIX41,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,3,4
XIX41,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,1,0
XIX42,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,3,1
XIX42,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,1,0
XIX43,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,3,2
XIX43,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,1,1
XIX44,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,3,7
XIX44,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,1,1
XIX45,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,1,0
XIX45,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,5
XIX46,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,0
XIX46,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,3,2
XIX47,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,3,2
XIX47,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,1,0
XIX48,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,1,2
XIX48,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,3,4
XIX49,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,1
XIX49,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,3,4
XIX50,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,2,0
XIX50,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,2,0
XIX51,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,1,1
XIX51,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,3,2
XIX52,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,3,2
XIX52,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,1,1
XIX53,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,1,0
XIX53,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,3,2
XIX54,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,2,0
XIX54,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,2,0
XIX55,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,1,0
XIX55,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,4
XIX56,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,2,2
XIX56,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,2,2
XIX57,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,1,1
XIX57,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,3,2
XIX58,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,3,4
XIX58,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,3
XIX59,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,3,1
XIX59,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,1,0
XIX60,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,3,2
XIX60,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,1,1
XIX61,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,3,3
XIX61,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,1,0
XIX62,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,3,1
XIX62,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,1,0
XIX63,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,2,1
XIX63,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,2,1
XIX64,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,2,0
XIX64,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,2,0
XIX65,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,2,1
XIX65,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,2,1
XIX66,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,3,1
XIX66,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,1,0
XIX67,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,3,2
XIX67,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,1,1
XIX68,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,3,3
XIX68,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,1,2
XIX69,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,2,3
XIX69,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,2,3
XIX70,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,1,0
XIX70,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,3,2
XIX71,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,3,2
XIX71,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,1,1
XIX72,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,2
XIX72,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,3,3
XIX73,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,3,2
XIX73,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,1,1
XIX74,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,3,2
XIX74,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,1,0
XIX75,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,2
XIX75,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,0
XIX76,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,2,2
XIX76,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,2,2
XIX77,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,3,1
XIX77,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,1,0
XIX78,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,0
XIX78,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,3,3
XIX79,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,3,4
XIX79,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,1,3
XIX80,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,3,2
XIX80,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,1,1
XIX81,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,3,4
XIX81,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,1
XIX82,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,3,3
XIX82,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,1,0
XIX83,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,3,1
XIX83,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,1,0
XIX84,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,1,1
XIX84,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,3,2
XIX85,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,3,1
XIX85,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,1,0
XIX86,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,1,1
XIX86,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,3,3
XIX87,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,3,4
XIX87,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,1,1
XIX88,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,1,0
XIX88,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,3,2
XIX89,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,4
XIX89,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,1,1
XIX90,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,3,4
XIX90,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,1,1
XIX91,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,1,0
XIX91,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,3,3
XIX92,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,1,0
XIX92,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,3,1
XIX93,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,2,0
XIX93,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,2,0
XIX94,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,2,2
XIX94,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,2,2
XIX95,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,2,1
XIX95,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,2,1
XIX96,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,1,1
XIX96,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,3,2
XIX97,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,2,0
XIX97,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,2,0
XIX98,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,2,1
XIX98,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,2,1
XIX99,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,3,1
XIX99,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,0
XIX100,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,3,1
XIX100,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,0
XIX101,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,2,4
XIX101,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,2,4
XIX102,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,3,2
XIX102,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,1,0
XIX103,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,3,1
XIX103,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,1,0
XIX104,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,3,1
XIX104,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,1,0
XIX105,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,2,1
XIX105,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,2,1
XIX106,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,3,2
XIX106,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,1,1
XIX107,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,3,2
XIX107,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,0
XIX108,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,2
XIX108,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,3,3
XIX109,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,3,3
XIX109,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,1,2
XIX110,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,3,2
XIX110,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,1,1
XIX111,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,1,0
XIX111,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,3,2
XIX112,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,1,0
XIX112,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,3,2
XIX113,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,3,6
XIX113,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,1,1
XIX114,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,2,1
XIX114,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,2,1
XIX115,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,3,3
XIX115,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,1,1
XIX116,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,1,1
XIX116,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,3,2
